,date,state,cases,deaths
22537,2020-03-31,Kentucky,6,0
22538,2020-03-31,Kentucky,1,0
22539,2020-03-31,Kentucky,1,0
22540,2020-03-31,Kentucky,2,0
22541,2020-03-31,Kentucky,1,0
22542,2020-03-31,Kentucky,6,0
22543,2020-03-31,Kentucky,11,0
22544,2020-03-31,Kentucky,5,0
22545,2020-03-31,Kentucky,1,0
22546,2020-03-31,Kentucky,21,1
22547,2020-03-31,Kentucky,190,8
22548,2020-03-31,Kentucky,14,0
22549,2020-03-31,Kentucky,21,2
22550,2020-03-31,Kentucky,2,0
22551,2020-03-31,Kentucky,2,0
22552,2020-03-31,Kentucky,1,0
22553,2020-03-31,Kentucky,1,0
22554,2020-03-31,Kentucky,2,0
22555,2020-03-31,Kentucky,1,0
22556,2020-03-31,Kentucky,9,0
22557,2020-03-31,Kentucky,1,0
22558,2020-03-31,Kentucky,1,0
22559,2020-03-31,Kentucky,1,0
22560,2020-03-31,Kentucky,1,0
22561,2020-03-31,Kentucky,6,0
22562,2020-03-31,Kentucky,1,0
22563,2020-03-31,Kentucky,2,0
22564,2020-03-31,Kentucky,2,0
22565,2020-03-31,Kentucky,3,0
22566,2020-03-31,Kentucky,8,0
22567,2020-03-31,Kentucky,3,0
22568,2020-03-31,Kentucky,1,0
22569,2020-03-31,Kentucky,3,0
22570,2020-03-31,Kentucky,1,0
22571,2020-03-31,Kentucky,8,0
22572,2020-03-31,Kentucky,1,0
22573,2020-03-31,Kentucky,1,0
22574,2020-03-31,Kentucky,7,0
22575,2020-03-31,Kentucky,4,0
22576,2020-03-31,Kentucky,5,1
22577,2020-03-31,Kentucky,2,0
22578,2020-03-31,Kentucky,2,0
22579,2020-03-31,Kentucky,2,0
22580,2020-03-31,Kentucky,9,0
22581,2020-03-31,Kentucky,13,0
22582,2020-03-31,Kentucky,2,0
22583,2020-03-31,Kentucky,3,0
22584,2020-03-31,Kentucky,2,0
22585,2020-03-31,Kentucky,6,0
22586,2020-03-31,Louisiana,39,1
22587,2020-03-31,Louisiana,15,1
22588,2020-03-31,Louisiana,161,6
22589,2020-03-31,Louisiana,20,0
22590,2020-03-31,Louisiana,19,0
22591,2020-03-31,Louisiana,5,0
22592,2020-03-31,Louisiana,6,1
22593,2020-03-31,Louisiana,63,1
22594,2020-03-31,Louisiana,242,7
22595,2020-03-31,Louisiana,65,1
22596,2020-03-31,Louisiana,3,1
22597,2020-03-31,Louisiana,8,0
22598,2020-03-31,Louisiana,3,0
22599,2020-03-31,Louisiana,30,1
22600,2020-03-31,Louisiana,228,9
22601,2020-03-31,Louisiana,1,0
22602,2020-03-31,Louisiana,9,0
22603,2020-03-31,Louisiana,10,0
22604,2020-03-31,Louisiana,5,0
22605,2020-03-31,Louisiana,2,0
22606,2020-03-31,Louisiana,36,0
22607,2020-03-31,Louisiana,35,3
22608,2020-03-31,Louisiana,3,0
22609,2020-03-31,Louisiana,1193,57
22610,2020-03-31,Louisiana,5,0
22611,2020-03-31,Louisiana,2,0
22612,2020-03-31,Louisiana,118,1
22613,2020-03-31,Louisiana,74,2
22614,2020-03-31,Louisiana,12,0
22615,2020-03-31,Louisiana,23,0
22616,2020-03-31,Louisiana,1,0
22617,2020-03-31,Louisiana,2,0
22618,2020-03-31,Louisiana,2,0
22619,2020-03-31,Louisiana,1834,101
22620,2020-03-31,Louisiana,57,1
22621,2020-03-31,Louisiana,37,2
22622,2020-03-31,Louisiana,7,0
22623,2020-03-31,Louisiana,58,3
22624,2020-03-31,Louisiana,1,0
22625,2020-03-31,Louisiana,2,0
22626,2020-03-31,Louisiana,2,0
22627,2020-03-31,Louisiana,71,2
22628,2020-03-31,Louisiana,71,6
22629,2020-03-31,Louisiana,1,0
22630,2020-03-31,Louisiana,77,4
22631,2020-03-31,Louisiana,104,12
22632,2020-03-31,Louisiana,31,1
22633,2020-03-31,Louisiana,32,3
22634,2020-03-31,Louisiana,22,0
22635,2020-03-31,Louisiana,220,4
22636,2020-03-31,Louisiana,25,0
22637,2020-03-31,Louisiana,40,1
22638,2020-03-31,Louisiana,9,0
22639,2020-03-31,Louisiana,22,4
22640,2020-03-31,Louisiana,8,1
22641,2020-03-31,Louisiana,3,0
22642,2020-03-31,Louisiana,28,1
22643,2020-03-31,Louisiana,17,1
22644,2020-03-31,Louisiana,13,1
22645,2020-03-31,Louisiana,4,0
22646,2020-03-31,Louisiana,1,0
22647,2020-03-31,Maine,11,0
22648,2020-03-31,Maine,169,3
22649,2020-03-31,Maine,2,0
22650,2020-03-31,Maine,12,1
22651,2020-03-31,Maine,5,0
22652,2020-03-31,Maine,8,0
22653,2020-03-31,Maine,9,0
22654,2020-03-31,Maine,12,0
22655,2020-03-31,Maine,7,0
22656,2020-03-31,Maine,1,0
22657,2020-03-31,Maine,6,0
22658,2020-03-31,Maine,2,0
22659,2020-03-31,Maine,59,1
22660,2020-03-31,Maryland,127,1
22661,2020-03-31,Maryland,227,1
22662,2020-03-31,Maryland,187,2
22663,2020-03-31,Maryland,15,0
22664,2020-03-31,Maryland,4,0
22665,2020-03-31,Maryland,94,2
22666,2020-03-31,Maryland,14,0
22667,2020-03-31,Maryland,40,1
22668,2020-03-31,Maryland,33,0
22669,2020-03-31,Maryland,3,0
22670,2020-03-31,Maryland,25,0
22671,2020-03-31,Maryland,117,2
22672,2020-03-31,Maryland,3,0
22673,2020-03-31,Maryland,388,1
22674,2020-03-31,Maryland,341,7
22675,2020-03-31,Maryland,4,0
22676,2020-03-31,Maryland,1,0
22677,2020-03-31,Maryland,15,0
22678,2020-03-31,Maryland,3,0
22679,2020-03-31,Maryland,11,0
22680,2020-03-31,Maryland,7,1
22681,2020-03-31,Maryland,3,0
22682,2020-03-31,Massachusetts,191,2
22683,2020-03-31,Massachusetts,171,6
22684,2020-03-31,Massachusetts,306,2
22685,2020-03-31,Massachusetts,1,0
22686,2020-03-31,Massachusetts,784,12
22687,2020-03-31,Massachusetts,61,4
22688,2020-03-31,Massachusetts,354,12
22689,2020-03-31,Massachusetts,69,0
22690,2020-03-31,Massachusetts,1340,18
22691,2020-03-31,Massachusetts,5,0
22692,2020-03-31,Massachusetts,738,12
22693,2020-03-31,Massachusetts,459,2
22694,2020-03-31,Massachusetts,1373,7
22695,2020-03-31,Massachusetts,335,5
22696,2020-03-31,Massachusetts,433,7
22697,2020-03-31,Michigan,3,0
22698,2020-03-31,Michigan,3,0
22699,2020-03-31,Michigan,1,0
22700,2020-03-31,Michigan,2,0
22701,2020-03-31,Michigan,9,0
22702,2020-03-31,Michigan,35,1
22703,2020-03-31,Michigan,2,0
22704,2020-03-31,Michigan,17,0
22705,2020-03-31,Michigan,4,1
22706,2020-03-31,Michigan,4,0
22707,2020-03-31,Michigan,1,0
22708,2020-03-31,Michigan,1,0
22709,2020-03-31,Michigan,1,0
22710,2020-03-31,Michigan,24,0
22711,2020-03-31,Michigan,1,0
22712,2020-03-31,Michigan,1,0
22713,2020-03-31,Michigan,21,0
22714,2020-03-31,Michigan,5,0
22715,2020-03-31,Michigan,185,7
22716,2020-03-31,Michigan,2,0
22717,2020-03-31,Michigan,2,1
22718,2020-03-31,Michigan,7,0
22719,2020-03-31,Michigan,3,0
22720,2020-03-31,Michigan,14,1
22721,2020-03-31,Michigan,1,0
22722,2020-03-31,Michigan,3,0
22723,2020-03-31,Michigan,91,0
22724,2020-03-31,Michigan,4,0
22725,2020-03-31,Michigan,1,0
22726,2020-03-31,Michigan,6,1
22727,2020-03-31,Michigan,47,1
22728,2020-03-31,Michigan,24,1
22729,2020-03-31,Michigan,7,1
22730,2020-03-31,Michigan,108,1
22731,2020-03-31,Michigan,8,0
22732,2020-03-31,Michigan,1,0
22733,2020-03-31,Michigan,18,0
22734,2020-03-31,Michigan,80,2
22735,2020-03-31,Michigan,853,38
22736,2020-03-31,Michigan,1,0
22737,2020-03-31,Michigan,4,0
22738,2020-03-31,Michigan,3,1
22739,2020-03-31,Michigan,10,0
22740,2020-03-31,Michigan,1,1
22741,2020-03-31,Michigan,49,0
22742,2020-03-31,Michigan,5,0
22743,2020-03-31,Michigan,18,2
22744,2020-03-31,Michigan,1,0
22745,2020-03-31,Michigan,1620,75
22746,2020-03-31,Michigan,2,0
22747,2020-03-31,Michigan,1,0
22748,2020-03-31,Michigan,2,0
22749,2020-03-31,Michigan,2,0
22750,2020-03-31,Michigan,19,0
22751,2020-03-31,Michigan,31,0
22752,2020-03-31,Michigan,1,0
22753,2020-03-31,Michigan,51,0
22754,2020-03-31,Michigan,7,0
22755,2020-03-31,Michigan,1,0
22756,2020-03-31,Michigan,8,0
22757,2020-03-31,Michigan,32,0
22758,2020-03-31,Michigan,4,0
22759,2020-03-31,Michigan,9,2
22760,2020-03-31,Michigan,93,0
22761,2020-03-31,Michigan,7,0
22762,2020-03-31,Michigan,311,7
22763,2020-03-31,Michigan,3735,120
22764,2020-03-31,Michigan,2,0
22765,2020-03-31,Minnesota,23,0
22766,2020-03-31,Minnesota,4,0
22767,2020-03-31,Minnesota,1,0
22768,2020-03-31,Minnesota,1,0
22769,2020-03-31,Minnesota,9,0
22770,2020-03-31,Minnesota,2,0
22771,2020-03-31,Minnesota,1,0
22772,2020-03-31,Minnesota,10,0
22773,2020-03-31,Minnesota,1,0
22774,2020-03-31,Minnesota,3,0
22775,2020-03-31,Minnesota,6,0
22776,2020-03-31,Minnesota,2,0
22777,2020-03-31,Minnesota,2,0
22778,2020-03-31,Minnesota,47,0
22779,2020-03-31,Minnesota,8,0
22780,2020-03-31,Minnesota,1,0
22781,2020-03-31,Minnesota,2,0
22782,2020-03-31,Minnesota,8,0
22783,2020-03-31,Minnesota,3,0
22784,2020-03-31,Minnesota,204,6
22785,2020-03-31,Minnesota,2,0
22786,2020-03-31,Minnesota,1,0
22787,2020-03-31,Minnesota,1,0
22788,2020-03-31,Minnesota,2,0
22789,2020-03-31,Minnesota,1,0
22790,2020-03-31,Minnesota,15,0
22791,2020-03-31,Minnesota,1,0
22792,2020-03-31,Minnesota,1,0
22793,2020-03-31,Minnesota,1,0
22794,2020-03-31,Minnesota,25,2
22795,2020-03-31,Minnesota,1,0
22796,2020-03-31,Minnesota,13,0
22797,2020-03-31,Minnesota,3,0
22798,2020-03-31,Minnesota,53,0
22799,2020-03-31,Minnesota,1,0
22800,2020-03-31,Minnesota,56,2
22801,2020-03-31,Minnesota,1,0
22802,2020-03-31,Minnesota,3,0
22803,2020-03-31,Minnesota,10,0
22804,2020-03-31,Minnesota,8,0
22805,2020-03-31,Minnesota,1,0
22806,2020-03-31,Minnesota,12,0
22807,2020-03-31,Minnesota,5,0
22808,2020-03-31,Minnesota,6,0
22809,2020-03-31,Minnesota,2,0
22810,2020-03-31,Minnesota,1,0
22811,2020-03-31,Minnesota,6,0
22812,2020-03-31,Minnesota,3,0
22813,2020-03-31,Minnesota,39,0
22814,2020-03-31,Minnesota,1,0
22815,2020-03-31,Minnesota,1,0
22816,2020-03-31,Minnesota,10,0
22817,2020-03-31,Minnesota,6,0
22818,2020-03-31,Mississippi,10,0
22819,2020-03-31,Mississippi,3,0
22820,2020-03-31,Mississippi,4,1
22821,2020-03-31,Mississippi,10,0
22822,2020-03-31,Mississippi,4,0
22823,2020-03-31,Mississippi,22,1
22824,2020-03-31,Mississippi,3,0
22825,2020-03-31,Mississippi,1,0
22826,2020-03-31,Mississippi,13,0
22827,2020-03-31,Mississippi,6,0
22828,2020-03-31,Mississippi,1,0
22829,2020-03-31,Mississippi,4,0
22830,2020-03-31,Mississippi,4,0
22831,2020-03-31,Mississippi,21,0
22832,2020-03-31,Mississippi,9,0
22833,2020-03-31,Mississippi,2,0
22834,2020-03-31,Mississippi,84,1
22835,2020-03-31,Mississippi,21,0
22836,2020-03-31,Mississippi,3,0
22837,2020-03-31,Mississippi,3,0
22838,2020-03-31,Mississippi,3,0
22839,2020-03-31,Mississippi,16,1
22840,2020-03-31,Mississippi,45,1
22841,2020-03-31,Mississippi,90,0
22842,2020-03-31,Mississippi,15,1
22843,2020-03-31,Mississippi,3,0
22844,2020-03-31,Mississippi,3,0
22845,2020-03-31,Mississippi,40,0
22846,2020-03-31,Mississippi,1,0
22847,2020-03-31,Mississippi,6,0
22848,2020-03-31,Mississippi,1,0
22849,2020-03-31,Mississippi,15,1
22850,2020-03-31,Mississippi,5,0
22851,2020-03-31,Mississippi,35,0
22852,2020-03-31,Mississippi,5,0
22853,2020-03-31,Mississippi,5,0
22854,2020-03-31,Mississippi,24,1
22855,2020-03-31,Mississippi,19,1
22856,2020-03-31,Mississippi,11,0
22857,2020-03-31,Mississippi,11,0
22858,2020-03-31,Mississippi,42,0
22859,2020-03-31,Mississippi,5,0
22860,2020-03-31,Mississippi,14,0
22861,2020-03-31,Mississippi,6,0
22862,2020-03-31,Mississippi,7,1
22863,2020-03-31,Mississippi,4,0
22864,2020-03-31,Mississippi,2,0
22865,2020-03-31,Mississippi,3,0
22866,2020-03-31,Mississippi,17,0
22867,2020-03-31,Mississippi,7,1
22868,2020-03-31,Mississippi,30,0
22869,2020-03-31,Mississippi,3,1
22870,2020-03-31,Mississippi,17,0
22871,2020-03-31,Mississippi,5,0
22872,2020-03-31,Mississippi,4,0
22873,2020-03-31,Mississippi,3,0
22874,2020-03-31,Mississippi,40,1
22875,2020-03-31,Mississippi,10,0
22876,2020-03-31,Mississippi,1,0
22877,2020-03-31,Mississippi,2,0
22878,2020-03-31,Mississippi,1,0
22879,2020-03-31,Mississippi,11,1
22880,2020-03-31,Mississippi,2,0
22881,2020-03-31,Mississippi,11,0
22882,2020-03-31,Mississippi,26,2
22883,2020-03-31,Mississippi,1,0
22884,2020-03-31,Mississippi,12,1
22885,2020-03-31,Mississippi,3,0
22886,2020-03-31,Mississippi,4,0
22887,2020-03-31,Mississippi,5,0
22888,2020-03-31,Mississippi,1,0
22889,2020-03-31,Mississippi,20,0
22890,2020-03-31,Mississippi,5,1
22891,2020-03-31,Mississippi,14,2
22892,2020-03-31,Mississippi,7,0
22893,2020-03-31,Mississippi,6,0
22894,2020-03-31,Mississippi,9,0
22895,2020-03-31,Missouri,2,0
22896,2020-03-31,Missouri,1,0
22897,2020-03-31,Missouri,1,0
22898,2020-03-31,Missouri,1,0
22899,2020-03-31,Missouri,2,0
22900,2020-03-31,Missouri,1,0
22901,2020-03-31,Missouri,64,1
22902,2020-03-31,Missouri,5,0
22903,2020-03-31,Missouri,14,0
22904,2020-03-31,Missouri,12,1
22905,2020-03-31,Missouri,15,0
22906,2020-03-31,Missouri,4,0
22907,2020-03-31,Missouri,14,0
22908,2020-03-31,Missouri,3,0
22909,2020-03-31,Missouri,4,0
22910,2020-03-31,Missouri,11,0
22911,2020-03-31,Missouri,16,0
22912,2020-03-31,Missouri,4,0
22913,2020-03-31,Missouri,23,0
22914,2020-03-31,Missouri,2,0
22915,2020-03-31,Missouri,1,0
22916,2020-03-31,Missouri,5,0
22917,2020-03-31,Missouri,13,0
22918,2020-03-31,Missouri,49,3
22919,2020-03-31,Missouri,1,0
22920,2020-03-31,Missouri,1,1
22921,2020-03-31,Missouri,77,1
22922,2020-03-31,Missouri,4,0
22923,2020-03-31,Missouri,30,0
22924,2020-03-31,Missouri,10,0
22925,2020-03-31,Missouri,119,0
22926,2020-03-31,Missouri,19,1
22927,2020-03-31,Missouri,7,0
22928,2020-03-31,Missouri,1,0
22929,2020-03-31,Missouri,3,0
22930,2020-03-31,Missouri,1,0
22931,2020-03-31,Missouri,1,0
22932,2020-03-31,Missouri,2,0
22933,2020-03-31,Missouri,2,0
22934,2020-03-31,Missouri,2,0
22935,2020-03-31,Missouri,1,0
22936,2020-03-31,Missouri,5,0
22937,2020-03-31,Missouri,1,0
22938,2020-03-31,Missouri,2,0
22939,2020-03-31,Missouri,14,0
22940,2020-03-31,Missouri,1,0
22941,2020-03-31,Missouri,1,0
22942,2020-03-31,Missouri,9,0
22943,2020-03-31,Missouri,7,0
22944,2020-03-31,Missouri,1,0
22945,2020-03-31,Missouri,2,0
22946,2020-03-31,Missouri,1,0
22947,2020-03-31,Missouri,2,0
22948,2020-03-31,Missouri,2,0
22949,2020-03-31,Missouri,6,0
22950,2020-03-31,Missouri,1,0
22951,2020-03-31,Missouri,95,3
22952,2020-03-31,Missouri,5,0
22953,2020-03-31,Missouri,492,3
22954,2020-03-31,Missouri,136,1
22955,2020-03-31,Missouri,2,0
22956,2020-03-31,Missouri,3,0
22957,2020-03-31,Missouri,1,0
22958,2020-03-31,Missouri,2,0
22959,2020-03-31,Missouri,1,0
22960,2020-03-31,Missouri,5,0
22961,2020-03-31,Missouri,2,0
22962,2020-03-31,Missouri,4,0
22963,2020-03-31,Montana,3,0
22964,2020-03-31,Montana,9,0
22965,2020-03-31,Montana,3,0
22966,2020-03-31,Montana,11,0
22967,2020-03-31,Montana,74,0
22968,2020-03-31,Montana,1,0
22969,2020-03-31,Montana,2,0
22970,2020-03-31,Montana,3,0
22971,2020-03-31,Montana,12,0
22972,2020-03-31,Montana,1,0
22973,2020-03-31,Montana,5,1
22974,2020-03-31,Montana,6,1
22975,2020-03-31,Montana,1,0
22976,2020-03-31,Montana,14,0
22977,2020-03-31,Montana,1,0
22978,2020-03-31,Montana,3,0
22979,2020-03-31,Montana,1,0
22980,2020-03-31,Montana,1,0
22981,2020-03-31,Montana,10,0
22982,2020-03-31,Montana,6,2
22983,2020-03-31,Montana,31,0
22984,2020-03-31,Nebraska,3,0
22985,2020-03-31,Nebraska,1,0
22986,2020-03-31,Nebraska,6,1
22987,2020-03-31,Nebraska,2,0
22988,2020-03-31,Nebraska,1,0
22989,2020-03-31,Nebraska,3,0
22990,2020-03-31,Nebraska,113,1
22991,2020-03-31,Nebraska,1,0
22992,2020-03-31,Nebraska,9,1
22993,2020-03-31,Nebraska,1,0
22994,2020-03-31,Nebraska,1,0
22995,2020-03-31,Nebraska,2,0
22996,2020-03-31,Nebraska,8,0
22997,2020-03-31,Nebraska,5,1
22998,2020-03-31,Nebraska,2,0
22999,2020-03-31,Nebraska,1,0
23000,2020-03-31,Nebraska,1,0
23001,2020-03-31,Nebraska,16,0
23002,2020-03-31,Nebraska,2,0
23003,2020-03-31,Nebraska,1,0
23004,2020-03-31,Nebraska,2,0
23005,2020-03-31,Nebraska,19,0
23006,2020-03-31,Nebraska,1,0
23007,2020-03-31,Nevada,5,0
23008,2020-03-31,Nevada,869,23
23009,2020-03-31,Nevada,5,0
23010,2020-03-31,Nevada,5,0
23011,2020-03-31,Nevada,3,0
23012,2020-03-31,Nevada,1,0
23013,2020-03-31,Nevada,1,0
23014,2020-03-31,Nevada,103,0
23015,2020-03-31,Nevada,121,3
23016,2020-03-31,New Hampshire,12,0
23017,2020-03-31,New Hampshire,12,0
23018,2020-03-31,New Hampshire,4,0
23019,2020-03-31,New Hampshire,35,0
23020,2020-03-31,New Hampshire,108,2
23021,2020-03-31,New Hampshire,27,0
23022,2020-03-31,New Hampshire,137,1
23023,2020-03-31,New Hampshire,28,0
23024,2020-03-31,New Hampshire,4,0
23025,2020-03-31,New Jersey,31,0
23026,2020-03-31,New Jersey,2909,53
23027,2020-03-31,New Jersey,202,5
23028,2020-03-31,New Jersey,228,3
23029,2020-03-31,New Jersey,15,0
23030,2020-03-31,New Jersey,18,1
23031,2020-03-31,New Jersey,1900,47
23032,2020-03-31,New Jersey,114,2
23033,2020-03-31,New Jersey,1606,16
23034,2020-03-31,New Jersey,97,0
23035,2020-03-31,New Jersey,268,1
23036,2020-03-31,New Jersey,1277,24
23037,2020-03-31,New Jersey,1140,21
23038,2020-03-31,New Jersey,841,21
23039,2020-03-31,New Jersey,1022,18
23040,2020-03-31,New Jersey,1294,11
23041,2020-03-31,New Jersey,12,1
23042,2020-03-31,New Jersey,413,14
23043,2020-03-31,New Jersey,132,3
23044,2020-03-31,New Jersey,1418,24
23045,2020-03-31,New Jersey,3683,7
23046,2020-03-31,New Jersey,76,2
23047,2020-03-31,New Mexico,129,3
23048,2020-03-31,New Mexico,10,0
23049,2020-03-31,New Mexico,2,0
23050,2020-03-31,New Mexico,3,0
23051,2020-03-31,New Mexico,18,0
23052,2020-03-31,New Mexico,4,1
23053,2020-03-31,New Mexico,2,0
23054,2020-03-31,New Mexico,16,0
23055,2020-03-31,New Mexico,4,0
23056,2020-03-31,New Mexico,1,0
23057,2020-03-31,New Mexico,32,0
23058,2020-03-31,New Mexico,1,0
23059,2020-03-31,New Mexico,29,0
23060,2020-03-31,New Mexico,42,0
23061,2020-03-31,New Mexico,3,0
23062,2020-03-31,New Mexico,11,0
23063,2020-03-31,New Mexico,3,0
23064,2020-03-31,New Mexico,5,0
23065,2020-03-31,New York,226,1
23066,2020-03-31,New York,7,0
23067,2020-03-31,New York,38,3
23068,2020-03-31,New York,6,0
23069,2020-03-31,New York,3,0
23070,2020-03-31,New York,6,0
23071,2020-03-31,New York,20,0
23072,2020-03-31,New York,19,0
23073,2020-03-31,New York,21,0
23074,2020-03-31,New York,36,1
23075,2020-03-31,New York,8,0
23076,2020-03-31,New York,16,0
23077,2020-03-31,New York,484,4
23078,2020-03-31,New York,438,8
23079,2020-03-31,New York,5,0
23080,2020-03-31,New York,9,0
23081,2020-03-31,New York,1,0
23082,2020-03-31,New York,10,0
23083,2020-03-31,New York,16,0
23084,2020-03-31,New York,2,0
23085,2020-03-31,New York,12,2
23086,2020-03-31,New York,12,0
23087,2020-03-31,New York,2,0
23088,2020-03-31,New York,13,0
23089,2020-03-31,New York,41,0
23090,2020-03-31,New York,300,9
23091,2020-03-31,New York,7,0
23092,2020-03-31,New York,8544,63
23093,2020-03-31,New York,43139,1096
23094,2020-03-31,New York,42,0
23095,2020-03-31,New York,40,0
23096,2020-03-31,New York,194,0
23097,2020-03-31,New York,22,0
23098,2020-03-31,New York,1560,3
23099,2020-03-31,New York,6,0
23100,2020-03-31,New York,15,0
23101,2020-03-31,New York,18,0
23102,2020-03-31,New York,186,0
23103,2020-03-31,New York,55,0
23104,2020-03-31,New York,2863,8
23105,2020-03-31,New York,108,1
23106,2020-03-31,New York,85,0
23107,2020-03-31,New York,6,0
23108,2020-03-31,New York,2,0
23109,2020-03-31,New York,2,0
23110,2020-03-31,New York,30,0
23111,2020-03-31,New York,24,0
23112,2020-03-31,New York,6713,53
23113,2020-03-31,New York,109,1
23114,2020-03-31,New York,7,0
23115,2020-03-31,New York,66,0
23116,2020-03-31,New York,215,3
23117,2020-03-31,New York,18,0
23118,2020-03-31,New York,10,0
23119,2020-03-31,New York,19,0
23120,2020-03-31,New York,9967,25
23121,2020-03-31,New York,9,1
23122,2020-03-31,North Carolina,7,0
23123,2020-03-31,North Carolina,2,0
23124,2020-03-31,North Carolina,2,0
23125,2020-03-31,North Carolina,1,0
23126,2020-03-31,North Carolina,4,0
23127,2020-03-31,North Carolina,6,0
23128,2020-03-31,North Carolina,14,0
23129,2020-03-31,North Carolina,22,1
23130,2020-03-31,North Carolina,5,0
23131,2020-03-31,North Carolina,47,1
23132,2020-03-31,North Carolina,3,0
23133,2020-03-31,North Carolina,12,0
23134,2020-03-31,North Carolina,1,0
23135,2020-03-31,North Carolina,15,0
23136,2020-03-31,North Carolina,17,0
23137,2020-03-31,North Carolina,8,1
23138,2020-03-31,North Carolina,1,0
23139,2020-03-31,North Carolina,6,0
23140,2020-03-31,North Carolina,2,0
23141,2020-03-31,North Carolina,6,0
23142,2020-03-31,North Carolina,18,0
23143,2020-03-31,North Carolina,1,0
23144,2020-03-31,North Carolina,23,0
23145,2020-03-31,North Carolina,11,0
23146,2020-03-31,North Carolina,1,0
23147,2020-03-31,North Carolina,122,0
23148,2020-03-31,North Carolina,3,0
23149,2020-03-31,North Carolina,42,1
23150,2020-03-31,North Carolina,11,0
23151,2020-03-31,North Carolina,29,0
23152,2020-03-31,North Carolina,9,0
23153,2020-03-31,North Carolina,3,0
23154,2020-03-31,North Carolina,52,1
23155,2020-03-31,North Carolina,4,0
23156,2020-03-31,North Carolina,18,1
23157,2020-03-31,North Carolina,18,0
23158,2020-03-31,North Carolina,4,0
23159,2020-03-31,North Carolina,4,0
23160,2020-03-31,North Carolina,25,0
23161,2020-03-31,North Carolina,1,0
23162,2020-03-31,North Carolina,15,1
23163,2020-03-31,North Carolina,2,0
23164,2020-03-31,North Carolina,3,0
23165,2020-03-31,North Carolina,4,0
23166,2020-03-31,North Carolina,2,0
23167,2020-03-31,North Carolina,7,0
23168,2020-03-31,North Carolina,420,1
23169,2020-03-31,North Carolina,6,0
23170,2020-03-31,North Carolina,8,0
23171,2020-03-31,North Carolina,9,0
23172,2020-03-31,North Carolina,28,0
23173,2020-03-31,North Carolina,30,0
23174,2020-03-31,North Carolina,7,1
23175,2020-03-31,North Carolina,35,0
23176,2020-03-31,North Carolina,1,0
23177,2020-03-31,North Carolina,4,0
23178,2020-03-31,North Carolina,1,0
23179,2020-03-31,North Carolina,2,0
23180,2020-03-31,North Carolina,27,0
23181,2020-03-31,North Carolina,3,0
23182,2020-03-31,North Carolina,17,0
23183,2020-03-31,North Carolina,1,0
23184,2020-03-31,North Carolina,3,0
23185,2020-03-31,North Carolina,1,0
23186,2020-03-31,North Carolina,24,1
23187,2020-03-31,North Carolina,5,0
23188,2020-03-31,North Carolina,1,0
23189,2020-03-31,North Carolina,2,0
23190,2020-03-31,North Carolina,5,0
23191,2020-03-31,North Carolina,2,0
23192,2020-03-31,North Carolina,5,0
23193,2020-03-31,North Carolina,42,0
23194,2020-03-31,North Carolina,4,0
23195,2020-03-31,North Carolina,192,0
23196,2020-03-31,North Carolina,2,0
23197,2020-03-31,North Carolina,5,0
23198,2020-03-31,North Carolina,4,0
23199,2020-03-31,North Carolina,2,0
23200,2020-03-31,North Carolina,15,0
23201,2020-03-31,North Carolina,3,0
23202,2020-03-31,North Dakota,2,0
23203,2020-03-31,North Dakota,30,0
23204,2020-03-31,North Dakota,31,1
23205,2020-03-31,North Dakota,1,0
23206,2020-03-31,North Dakota,1,0
23207,2020-03-31,North Dakota,1,0
23208,2020-03-31,North Dakota,3,0
23209,2020-03-31,North Dakota,1,0
23210,2020-03-31,North Dakota,1,1
23211,2020-03-31,North Dakota,1,0
23212,2020-03-31,North Dakota,1,0
23213,2020-03-31,North Dakota,2,0
23214,2020-03-31,North Dakota,14,1
23215,2020-03-31,North Dakota,5,0
23216,2020-03-31,North Dakota,1,0
23217,2020-03-31,North Dakota,2,0
23218,2020-03-31,North Dakota,3,0
23219,2020-03-31,North Dakota,1,0
23220,2020-03-31,North Dakota,12,0
23221,2020-03-31,North Dakota,1,0
23222,2020-03-31,North Dakota,9,0
23223,2020-03-31,North Dakota,3,0
23224,2020-03-31,Northern Mariana Islands,2,0
23225,2020-03-31,Ohio,5,0
23226,2020-03-31,Ohio,2,0
23227,2020-03-31,Ohio,6,0
23228,2020-03-31,Ohio,3,1
23229,2020-03-31,Ohio,2,0
23230,2020-03-31,Ohio,9,0
23231,2020-03-31,Ohio,2,1
23232,2020-03-31,Ohio,36,0
23233,2020-03-31,Ohio,5,0
23234,2020-03-31,Ohio,3,0
23235,2020-03-31,Ohio,6,0
23236,2020-03-31,Ohio,10,0
23237,2020-03-31,Ohio,3,0
23238,2020-03-31,Ohio,15,2
23239,2020-03-31,Ohio,5,0
23240,2020-03-31,Ohio,5,0
23241,2020-03-31,Ohio,527,6
23242,2020-03-31,Ohio,13,1
23243,2020-03-31,Ohio,5,0
23244,2020-03-31,Ohio,40,1
23245,2020-03-31,Ohio,5,1
23246,2020-03-31,Ohio,14,0
23247,2020-03-31,Ohio,1,0
23248,2020-03-31,Ohio,325,3
23249,2020-03-31,Ohio,2,0
23250,2020-03-31,Ohio,1,1
23251,2020-03-31,Ohio,24,0
23252,2020-03-31,Ohio,6,1
23253,2020-03-31,Ohio,124,0
23254,2020-03-31,Ohio,5,0
